level,actual_group,predicted_group,count,matched_row_total,rate_within_matched_row
hoi_level,seen,seen,7669,9523,0.8053134516433896
hoi_level,seen,unseen,1854,9523,0.1946865483566103
hoi_level,seen,unmatched,2623,9523,
hoi_level,unseen,seen,6463,16936,0.38161313179026923
hoi_level,unseen,unseen,10473,16936,0.6183868682097308
hoi_level,unseen,unmatched,4323,16936,
