epoch,on_full,on_unseen,on_seen,off_full,off_unseen,off_seen,gap_full,gap_unseen,gap_seen,text_adapter_off_full,text_adapter_contribution_full,text_adapter_off_unseen,text_adapter_contribution_unseen,text_adapter_off_seen,text_adapter_contribution_seen,object_conditioned_adapter_off_full,object_conditioned_adapter_contribution_full,object_conditioned_adapter_off_unseen,object_conditioned_adapter_contribution_unseen,object_conditioned_adapter_off_seen,object_conditioned_adapter_contribution_seen,raw_mean,raw_std,raw_min,raw_max,raw_p50,raw_p90,u_mean,u_std,u_min,u_max,u_p50,u_p90,u_rel_mean,u_rel_std,u_rel_min,u_rel_max,u_rel_p50,u_rel_p90,ratio_mean,ratio_std,ratio_min,ratio_max,ratio_p50,ratio_p90
1,28.171534887714618,31.073955921920764,27.59105068087338,28.219081669667595,31.21626924260185,27.619644155080742,-0.04754678195297757,-0.1423133206810867,-0.028593474207362135,28.165989920699193,0.005544967015424618,31.048444573885337,0.025511348035426096,27.589498990061962,0.0015516908114179273,28.090686596973825,0.0808482907407928,30.819626937493343,0.2543289844274206,27.544898528869922,0.046152152003458013,14.695590019226074,3.8190863132476807,-2.080648422241211,27.698122024536133,14.941524505615234,19.362327575683594,0.0014765264932066202,0.6466966867446899,-0.9998708367347717,0.9997082948684692,-4.2077685066033155e-05,0.8617282509803772,-1.8451259964358258e-10,0.6454280018806458,-1.1655179262161255,1.1507315635681152,-0.00248855073004961,0.8603100180625916,0.011537757702171803,0.005788876675069332,8.940695961356937e-10,0.023310357704758644,0.012381741777062416,0.01864832267165184
2,30.65516402536861,34.42598928270856,29.900998973900606,30.639037831350276,34.387050108519524,29.889435375916435,0.016126194018333706,0.038939174189032144,0.011563597984171281,30.624810959620362,0.030353065748247587,34.327710912100194,0.09827837060836231,29.8842309691244,0.01676800477620688,30.576703491735902,0.07846053363270755,34.14834600552512,0.2776432771834365,29.862374988978058,0.03862398492254826,19.70003318786621,7.895606517791748,-9.181941032409668,57.17652130126953,19.659893035888672,29.811145782470703,-0.007039052899926901,0.6435852646827698,-0.9998879432678223,0.9999974966049194,-0.030543630942702293,0.8694953918457031,-1.342497085721206e-10,0.6421520113945007,-1.1572959423065186,1.1609930992126465,-0.02354908362030983,0.8752273917198181,0.011442559771239758,0.005831934977322817,5.319714801998998e-08,0.02321985922753811,0.01222561951726675,0.018672620877623558
3,31.656306936838206,34.71715150228984,31.04413802374787,31.657011586779195,34.742811885969324,31.03985152694117,-0.000704649940988844,-0.025660383679486642,0.004286496806699347,31.673007086783734,-0.016700149945528153,34.82678000342749,-0.10962850113764944,31.042252503454982,0.001885520292887577,31.505224021207074,0.1510829156311324,34.67353980531736,0.043611696972476466,30.871560864385017,0.17257715936285223,20.528453826904297,10.217256546020508,-16.022886276245117,78.95812225341797,20.001678466796875,33.795509338378906,-0.019010599702596664,0.6434015035629272,-0.9997721314430237,0.9999999403953552,-0.0751449391245842,0.8795120120048523,3.019535732562417e-10,0.6417849659919739,-1.1511423587799072,1.155826449394226,-0.054689645767211914,0.8993884921073914,0.01142608281224966,0.0058480603620409966,5.744397313378613e-08,0.02311653085052967,0.012119891121983528,0.018793269991874695
4,32.38452514960142,36.05697136439599,31.65003590664251,32.370076371825746,36.07975034984624,31.62814157622164,0.014448777775676547,-0.02277898545025181,0.021894330420870745,32.366151284093306,0.01837386550811715,36.077857049319746,-0.020885684923754866,31.623810131048007,0.02622577559450434,32.10403986822743,0.2804852813739913,35.87657361379178,0.18039775060421448,31.349533119114565,0.3005027875279467,17.327909469604492,12.248074531555176,-21.855627059936523,90.8191146850586,16.514596939086914,33.31497573852539,-0.02321723662316799,0.6428451538085938,-0.9991776943206787,0.9999999403953552,-0.08328469842672348,0.8810524344444275,2.5161417394059526e-10,0.641312301158905,-1.1527435779571533,1.1496407985687256,-0.05748759210109711,0.9036104679107666,0.011417413130402565,0.005844248458743095,4.149973165112897e-08,0.023054873570799828,0.012121418491005898,0.01881021447479725
5,32.59885008105101,35.55723331648342,32.00717343396452,32.56376216612314,35.47629517716575,31.981255563914623,0.03508791492787111,0.08093813931766647,0.025917870049894987,32.590117543771136,0.008732537279875885,35.54189027685658,0.015343039626841914,31.999762997154047,0.0074104368104706,32.43702179010045,0.1618282909505595,35.444041587014055,0.11319172946936362,31.835617830717723,0.17155560324679442,32.16612243652344,14.393447875976562,-30.695457458496094,118.01908874511719,31.922883987426758,50.67937469482422,-0.017815900966525078,0.6402828693389893,-0.9997109174728394,0.9999978542327881,-0.06528045982122421,0.8763145208358765,7.339037710885066e-11,0.6384486556053162,-1.1619727611541748,1.1510155200958252,-0.04654250666499138,0.8934832215309143,0.01134555321186781,0.005858765449374914,4.265457675955986e-08,0.02323945425450802,0.01198885589838028,0.01879589632153511
6,33.33687622263289,36.673878629743285,32.66947574121081,33.30434761941136,36.61923268431618,32.64137060643038,0.03252860322152884,0.054645945427104436,0.028105134780432195,33.33862364002392,-0.001747417391030126,36.711276127975495,-0.037397498232209614,32.6640931424336,0.005382598777210035,33.054576536653826,0.2822996859790621,36.479811720700454,0.19406690904283153,32.3695294998445,0.29994624136631387,19.713579177856445,14.305512428283691,-43.81117630004883,118.85224914550781,18.492218017578125,37.94133377075195,-0.02726953662931919,0.6318590044975281,-0.9999445080757141,0.9999995827674866,-0.09778349101543427,0.8761188983917236,6.123513918154799e-10,0.6293051838874817,-1.1662728786468506,1.1710528135299683,-0.06913073360919952,0.9058635830879211,0.011111348867416382,0.005911680869758129,7.718801953160437e-08,0.02342105656862259,0.011523732915520668,0.01892451010644436
7,33.52719271939401,36.76343190943841,32.87994488138513,33.519112136931824,36.77891093510268,32.86715237729766,0.008080582462184793,-0.015479025664269841,0.012792504087471457,33.54055817523265,-0.01336545583863824,36.802055493458155,-0.03862358401974575,32.88825871158754,-0.008313830202411054,33.19531359890277,0.33187912049123725,36.112180027743264,0.6512518816951456,32.61194031313466,0.26800456825046837,25.56180191040039,14.742273330688477,-57.78620910644531,118.95313262939453,25.662139892578125,43.916297912597656,-0.004829043056815863,0.629751980304718,-0.9999873638153076,0.9998943209648132,-0.01959570124745369,0.8619565367698669,-2.348476413338574e-10,0.626880407333374,-1.1700775623321533,1.151707410812378,-0.019634779542684555,0.8719505071640015,0.011044341139495373,0.0059341504238545895,6.2584870619275534e-09,0.023401550948619843,0.011407673358917236,0.018861277028918266
8,33.40077699522321,35.65605288244748,32.949721817778354,33.41937024496237,35.63742478761677,32.975759336431494,-0.018593249739161877,0.01862809483071004,-0.026037518653140523,33.405885676488154,-0.005108681264943016,35.675512599265076,-0.019459716817593176,32.951960291932764,-0.0022384741544101416,33.09023490397941,0.3105420912438035,35.24937441802504,0.40667846442244127,32.65840700117028,0.2913148166080717,22.86009979248047,14.19933032989502,-56.41606521606445,147.48301696777344,21.704113006591797,40.06023025512695,-0.019944781437516212,0.6258222460746765,-0.9999915361404419,0.9999884366989136,-0.0717470645904541,0.8670372366905212,1.9291522546094342e-10,0.6223061680793762,-1.172200083732605,1.1758726835250854,-0.054386626929044724,0.8891087174415588,0.010935129597783089,0.005943815689533949,1.569092233921765e-07,0.02351745404303074,0.011168028227984905,0.018966739997267723
9,34.066339734727805,37.24352417732126,33.430902846209115,34.07446633363383,37.24966343880232,33.439426912600126,-0.008126598906024185,-0.006139261481060032,-0.008524066391011331,34.05378650454844,0.01255323017936405,37.200591138614286,0.042933038706976845,33.42442557773527,0.006477268473844333,33.80554442270848,0.2607953120193258,37.16981524566331,0.07370893165795422,33.132690258117506,0.29821258809160867,17.506614685058594,16.100141525268555,-71.48143768310547,171.7459716796875,16.88306427001953,36.44266128540039,-0.0205184705555439,0.6272581219673157,-0.9999551773071289,0.9999995231628418,-0.07485312223434448,0.8675464391708374,1.1740936001203295e-10,0.6246313452720642,-1.1569446325302124,1.171962857246399,-0.05277729034423828,0.8845477104187012,0.010988126508891582,0.005943632684648037,1.8067655815912076e-08,0.023439256474375725,0.011304805055260658,0.018895888701081276
10,33.755613653708586,36.4706360769035,33.21260916906961,33.7592744812365,36.43181275612829,33.22476682625815,-0.0036608275279164104,0.03882332077521511,-0.012157657188538451,33.75403591932292,0.0015777343856697712,36.49582281116707,-0.025186734263570543,33.20567854095409,0.006930628115519255,33.42874826608194,0.32686538762664696,36.080403932583934,0.3902321443195689,32.89841713278154,0.3141920362880697,20.646940231323242,19.839221954345703,-94.48606872558594,172.1568603515625,18.306983947753906,45.69109344482422,-0.03215770795941353,0.6273032426834106,-0.9999895691871643,0.9999996423721313,-0.11552762985229492,0.8764318823814392,7.044314020987485e-10,0.6248348951339722,-1.1474153995513916,1.1714909076690674,-0.0805371105670929,0.9035221338272095,0.011004455387592316,0.00592194264754653,4.5550990535048186e-08,0.02342982031404972,0.01128495205193758,0.018956299871206284
11,34.15400127540295,36.91287715340784,33.60222609980198,34.1846201203902,37.17386286881354,33.58677157070552,-0.030618844987252203,-0.2609857154057025,0.015454529096459169,34.144969686159335,0.009031589243612359,36.93863553140703,-0.02575837799918901,33.5862365171098,0.015989582692178317,33.7414562171987,0.4125450582042447,36.59623843747278,0.31663871593506343,33.17049977314389,0.43172632665809374,20.129976272583008,19.022544860839844,-83.47046661376953,165.97584533691406,17.724559783935547,43.98521041870117,-0.03721565008163452,0.6299892663955688,-0.9999959468841553,0.9999997615814209,-0.13337570428848267,0.880183756351471,1.056730702941877e-09,0.6277746558189392,-1.153278112411499,1.17307710647583,-0.09274744242429733,0.9110484719276428,0.011090420186519623,0.005885829217731953,3.2037494435144254e-08,0.023461541160941124,0.011433903127908707,0.018946701660752296
12,34.36594477370417,37.13457930605259,33.81221786723449,34.37240901677554,37.11836551365508,33.82321771739964,-0.00646424307137039,0.016213792397515192,-0.010999850165156033,34.38715755773259,-0.021212784028421083,37.26209900645137,-0.12751970039877847,33.81216926798884,4.85992456447093e-05,34.01339395182592,0.3525508218782534,36.84745684579026,0.28712246026233146,33.446581373033055,0.36563649420143207,18.9252986907959,17.256696701049805,-84.57897186279297,158.4688720703125,17.388755798339844,40.05232238769531,-0.02419724501669407,0.6289021372795105,-0.9999950528144836,0.9999995827674866,-0.08612357825040817,0.8708829879760742,7.886268860168855e-10,0.626418948173523,-1.166158676147461,1.164028286933899,-0.062056008726358414,0.8920268416404724,0.011053805239498615,0.005896918475627899,8.404254714378112e-08,0.023323172703385353,0.0114414868876338,0.01887362450361252
13,34.3423516684558,36.864056720767664,33.83801065799341,34.33677222968126,36.886299743052746,33.82686672700697,0.005579438774539369,-0.022243022285081793,0.01114393098643518,34.33734222961489,0.005009438840907876,36.85262413982491,0.01143258094275268,33.83428584757288,0.003724810420528968,34.018048304484225,0.32430336397157333,36.553735793755706,0.3103209270119578,33.510910806629916,0.3270998513634922,15.815932273864746,16.584169387817383,-84.38619995117188,150.48483276367188,14.138971328735352,35.82748794555664,-0.02938028797507286,0.6249037384986877,-0.9999933242797852,0.9999998807907104,-0.10198944807052612,0.8716208934783936,5.453018592227465e-10,0.6221820116043091,-1.1606128215789795,1.172119140625,-0.07138513028621674,0.897620439529419,0.010945026762783527,0.005920351017266512,4.798174657594245e-08,0.023442380130290985,0.011218855157494545,0.01892143301665783
14,34.36627465775564,36.901296363310095,33.859270316644746,34.340915614903025,36.947908601022746,33.81951701767908,0.02535904285261381,-0.046612237712650995,0.03975329896566393,34.35840341373025,0.00787124402538808,36.907511135311594,-0.006214772001499114,33.848581869413984,0.010688447230762677,34.10281190200875,0.26346275574688605,36.599169502322596,0.3021268609874994,33.603540381945976,0.2557299346987705,16.63286781311035,15.953304290771484,-85.95794677734375,151.15936279296875,15.360448837280273,35.51339340209961,-0.024274777621030807,0.6253446340560913,-0.9999942183494568,0.9999997615814209,-0.08393797278404236,0.8682401180267334,5.871603758755839e-10,0.6226153373718262,-1.1657500267028809,1.1645675897598267,-0.05847901105880737,0.890098512172699,0.010954365134239197,0.005921302363276482,3.911554635749326e-09,0.023315001279115677,0.011257724836468697,0.018878886476159096
15,34.40512401466938,36.95770093957411,33.894608629688435,34.39599385180385,36.97106586433945,33.880979449296724,0.009130162865531588,-0.013364924765340902,0.01362918039171035,34.40564777997116,-0.000523765301778667,37.06650744618347,-0.10880650660936197,33.873475846728695,0.021132782959739416,34.158166754262105,0.24695726040727806,36.53248681397031,0.42521412560380156,33.68330274232047,0.2113058873679634,14.379253387451172,15.38817310333252,-84.5086669921875,149.3267364501953,12.916973114013672,32.51910400390625,-0.026237014681100845,0.6226779222488403,-0.9999982118606567,1.0,-0.09001205116510391,0.8672175407409668,2.4746085736104817e-10,0.6197991967201233,-1.1711992025375366,1.1719378232955933,-0.06252676248550415,0.8897907733917236,0.010882667265832424,0.005935314577072859,5.1185487848215416e-08,0.023438753560185432,0.011122912168502808,0.018891919404268265
16,34.41715444039341,37.18904019487377,33.862777289497345,34.404913788613776,37.17525968265589,33.85084460980536,0.012240651779634959,0.013780512217877572,0.011932679691987857,34.38850551860648,0.02864892178693168,37.185001824176624,0.00403837069714541,33.82920625749245,0.0335710320048932,34.12626693730352,0.2908875030898912,36.9002476801751,0.2887925146986703,33.571470788729194,0.291306500768151,13.960226058959961,15.249894142150879,-79.41544342041016,155.68838500976562,12.127238273620605,31.971031188964844,-0.03264506533741951,0.6212414503097534,-0.9999985694885254,1.0,-0.1119765043258667,0.8705276250839233,4.361542238484617e-10,0.6183285117149353,-1.1699333190917969,1.1695846319198608,-0.07558546960353851,0.8986642360687256,0.010844058357179165,0.005944616626948118,1.7881394143159923e-09,0.023398665711283684,0.0110228406265378,0.018931252881884575
