level,actual_group,predicted_group,count,matched_row_total,rate_within_matched_row
hoi_level,seen,seen,21058,21165,0.9949444838176235
hoi_level,seen,unseen,107,21165,0.005055516182376565
hoi_level,seen,unmatched,5660,21165,
hoi_level,unseen,seen,5248,5299,0.9903755425551991
hoi_level,unseen,unseen,51,5299,0.009624457444800906
hoi_level,unseen,unmatched,1281,5299,
