epoch,on_full,on_unseen,on_seen,off_full,off_unseen,off_seen,gap_full,gap_unseen,gap_seen,text_adapter_off_full,text_adapter_contribution_full,text_adapter_off_unseen,text_adapter_contribution_unseen,text_adapter_off_seen,text_adapter_contribution_seen,object_conditioned_adapter_off_full,object_conditioned_adapter_contribution_full,object_conditioned_adapter_off_unseen,object_conditioned_adapter_contribution_unseen,object_conditioned_adapter_off_seen,object_conditioned_adapter_contribution_seen,text_lr_unseen_contribution,text_lr_before,text_lr_next_epoch,text_lr_trigger,scene_gate_lr_unseen_contribution,scene_gate_lr_threshold,scene_gate_lr_before,scene_gate_lr_next_epoch,scene_gate_lr_trigger,joint_best_unseen_before,joint_current_unseen,joint_delta_vs_best,joint_significant_delta,joint_new_best,joint_rollback,joint_optimizer_reset,joint_action,joint_object_lr_evaluated_epoch,joint_gate_lr_evaluated_epoch,joint_object_lr_next_epoch,joint_gate_lr_next_epoch,joint_no_best_streak,joint_patience,joint_early_stop,staged_attempt,staged_retry_count,staged_full_mAP,staged_unseen_mAP,staged_seen_mAP,staged_historical_best_before,staged_decline_from_best,staged_allowed_decline,staged_threshold_reached_before,staged_threshold_reached_after,staged_one_time_lr_drop_applied,staged_lr_head_used,staged_lr_vit_used,staged_lr_object_used,staged_lr_head_next,staged_lr_vit_next,staged_lr_object_next,staged_rollback_count,staged_rollback_count_total,staged_object_forward_active,raw_mean,raw_std,raw_min,raw_max,raw_p50,raw_p90,u_mean,u_std,u_min,u_max,u_p50,u_p90,u_rel_mean,u_rel_std,u_rel_min,u_rel_max,u_rel_p50,u_rel_p90,ratio_mean,ratio_std,ratio_min,ratio_max,ratio_p50,ratio_p90
1,27.718666617392927,29.33189944297966,27.39602005227558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.931673526763916,1.107632040977478,-8.8456392288208,-0.3213922679424286,-5.013488292694092,-3.438863515853882,-0.9985071420669556,0.009442352689802647,-0.9999999403953552,-0.31076523661613464,-0.9999116063117981,-0.9979411363601685,2.301135459958914e-08,0.008000373840332031,-0.20868825912475586,0.5251907110214233,-4.583597183227539e-05,0.00018274784088134766,0.0001585430873092264,0.0007841709302738309,0.0,0.052519068121910095,1.1795758837251924e-05,0.0002938747056759894
2,29.573250563241004,32.33515336636488,29.020870002616235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.7963624000549316,1.6840013265609741,-9.925262451171875,4.123167037963867,-3.856454849243164,-1.6709208488464355,-0.9400683641433716,0.2490568459033966,-1.0,0.9994757175445557,-0.9991063475608826,-0.9316732883453369,2.1352882129122008e-08,0.14788126945495605,-1.6598042249679565,1.8078570365905762,-0.00020390748977661133,0.01086568832397461,0.0042532989755272865,0.01416326779872179,0.0,0.18078570067882538,0.00014405549154616892,0.008679971098899841
3,30.581369706824784,33.10632359300342,30.076378929589055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.379192352294922,1.2231980562210083,-4.046360015869141,9.750375747680664,5.487724781036377,6.7105560302734375,0.9875165820121765,0.12250528484582901,-0.9993886947631836,1.0,0.9999657869338989,0.9999970197677612,-2.3328869502847738e-08,0.10265889018774033,-1.8598614931106567,1.173703908920288,3.3974647521972656e-06,0.0006972551345825195,0.0016287608304992318,0.010135858319699764,0.0,0.18598614633083344,1.8000604313783697e-06,0.00022689701290801167
4,31.26489351206651,34.12924843693463,30.692022527092895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.274354457855225,1.878807544708252,-8.806135177612305,12.438441276550293,5.579395771026611,7.046253681182861,0.9467058181762695,0.2880710959434509,-0.9999999403953552,1.0,0.9999715089797974,0.9999985098838806,-2.113399411030059e-08,0.21683907508850098,-1.9171466827392578,1.8545869588851929,4.708766937255859e-06,0.009044572710990906,0.005641591735184193,0.020937152206897736,0.0,0.19171467423439026,2.336502348043723e-06,0.00804879330098629
5,31.36321715638186,34.24486904062023,30.7868867795342,31.28308424491424,34.105689572271174,30.718563179442853,0.08013291146762214,0.13917946834905592,0.06832360009134675,31.303517576011934,0.05969958036992651,34.24637698252431,-0.0015079419040802122,30.71494569470946,0.07194108482473993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.882359027862549,3.5271828174591064,-12.867531776428223,13.12697696685791,7.7851715087890625,10.196846961975098,0.8757182955741882,0.4532104730606079,-1.0,1.0,0.9999996423721313,1.0,-1.8931119782905625e-08,0.27559295296669006,-1.9523208141326904,1.8664615154266357,2.384185791015625e-07,0.029780423268675804,0.008787253871560097,0.026120852679014206,0.0,0.195232093334198,2.503395251096663e-07,0.02927332930266857
6,31.795916371306486,34.69008527660222,31.21708259024734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.660536289215088,3.636273145675659,-14.611639976501465,15.825804710388184,8.526928901672363,11.190072059631348,0.8951835036277771,0.4184517562389374,-1.0,1.0,0.9999999403953552,1.0,-1.566103513539474e-08,0.26628541946411133,-1.94999361038208,1.8663992881774902,0.0,0.014118500053882599,0.00810245517641306,0.025365913286805153,0.0,0.1949993520975113,2.3841861818141297e-08,0.02488931268453598
7,32.30788175418501,35.33496864688185,31.70246437564565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.098789691925049,4.1538801193237305,-17.90327262878418,16.950748443603516,7.069093704223633,10.159934043884277,0.8181027173995972,0.5419338345527649,-1.0,1.0,0.9999985694885254,1.0,-1.9066483503138443e-08,0.3392305076122284,-1.9833751916885376,1.8764687776565552,4.172325134277344e-06,0.14965328574180603,0.01321430318057537,0.031243490055203438,0.0,0.19833752512931824,9.363890058011748e-06,0.05557689815759659
8,32.80754733405772,36.164542549959684,32.13614829087732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.25042724609375,4.594050884246826,-15.837432861328125,22.28540802001953,12.3099946975708,15.602645874023438,0.9163910150527954,0.3797323703765869,-1.0,1.0,1.0,1.0,-9.212552498638615e-09,0.2576654851436615,-1.972090244293213,1.866642713546753,0.0,0.0013285018503665924,0.007349990773946047,0.024696005508303642,0.0,0.19720903038978577,0.0,0.01725451648235321
9,32.635169982584614,35.55884815776585,32.05043434754838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.298297882080078,4.245019912719727,-20.483325958251953,20.928735733032227,8.137208938598633,11.350271224975586,0.8641362190246582,0.4807853102684021,-1.0,1.0,0.9999998211860657,1.0,-1.9991309940792235e-08,0.3203020691871643,-1.9611413478851318,1.8666627407073975,4.76837158203125e-07,0.06715686619281769,0.01125393994152546,0.02998804673552513,0.0,0.19611415266990662,4.94718563004426e-07,0.04766206815838814
10,32.56841111376389,35.23912537625897,32.03426826126486,32.51951041613515,35.07968348488049,32.00747580238608,0.0489006976287385,0.15944189137847786,0.02679245887878068,32.51327069614255,0.055140417621338145,35.2420731878707,-0.0029478116117331865,31.967510197796916,0.06675806346794744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.944904327392578,3.7869322299957275,-20.07414436340332,18.514368057250977,7.534135818481445,10.789584159851074,0.884965181350708,0.4399031102657318,-1.0,1.0,0.9999994039535522,1.0,-2.3536383508826475e-08,0.3014283776283264,-1.9564943313598633,1.8666590452194214,1.1920928955078125e-06,0.06638538837432861,0.010155078023672104,0.02838071808218956,0.0,0.19564944505691528,7.987022740962857e-07,0.03988894820213318
