epoch,on_full,on_unseen,on_seen,off_full,off_unseen,off_seen,gap_full,gap_unseen,gap_seen,text_adapter_off_full,text_adapter_contribution_full,text_adapter_off_unseen,text_adapter_contribution_unseen,text_adapter_off_seen,text_adapter_contribution_seen,object_conditioned_adapter_off_full,object_conditioned_adapter_contribution_full,object_conditioned_adapter_off_unseen,object_conditioned_adapter_contribution_unseen,object_conditioned_adapter_off_seen,object_conditioned_adapter_contribution_seen,raw_mean,raw_std,raw_min,raw_max,raw_p50,raw_p90,u_mean,u_std,u_min,u_max,u_p50,u_p90,u_rel_mean,u_rel_std,u_rel_min,u_rel_max,u_rel_p50,u_rel_p90,ratio_mean,ratio_std,ratio_min,ratio_max,ratio_p50,ratio_p90
1,33.034105035533564,36.39652615536589,32.3616208115671,33.09902998025112,36.41888208264943,32.43505955977145,-0.0649249447175535,-0.022355927283541632,-0.07343874820435303,0.0,0.0,0.0,0.0,0.0,0.0,32.665301603341995,0.3688034321915694,36.034309130930325,0.3622170244355658,31.99150009782433,0.37012071374277156,0.10061082988977432,0.13692645728588104,-0.3340710401535034,0.6455398797988892,0.09915655851364136,0.28381696343421936,0.01732606068253517,0.6434047818183899,-0.9999921321868896,0.9999850392341614,0.07396900653839111,0.8411526679992676,-7.380276390023255e-10,0.64078688621521,-1.163961410522461,1.1822797060012817,0.04939417913556099,0.8258654475212097,0.045612432062625885,0.02339649759232998,3.8176770544851024e-07,0.09458237141370773,0.04809098318219185,0.07517049461603165
2,33.005887905294735,36.3451194078429,32.33804160478509,33.09429365343285,36.40316707886999,32.43251896834541,-0.08840574813811486,-0.058047671027090075,-0.09447736356032266,0.0,0.0,0.0,0.0,0.0,0.0,32.63532117793243,0.3705667273623021,35.95485827329788,0.3902611345450211,31.971413758859345,0.3666278459257448,0.19526012241840363,0.18389958143234253,-0.6232791543006897,0.8695607781410217,0.19611820578575134,0.4330039918422699,0.01597374677658081,0.6361422538757324,-0.9999959468841553,0.9999938607215881,0.052989281713962555,0.8436906933784485,-4.864487146427621e-10,0.6338654160499573,-1.1745966672897339,1.1598773002624512,0.03341330960392952,0.8255850076675415,0.04490303248167038,0.023561501875519753,4.827976596288863e-08,0.0939677357673645,0.04708123207092285,0.07510671764612198
3,33.01414736795956,36.304676637491994,32.356041514053075,33.09163023859614,36.39297493450651,32.43136129941407,-0.07748287063657955,-0.08829829701451786,-0.07531978536099615,0.0,0.0,0.0,0.0,0.0,0.0,32.69394889857849,0.32019846938106866,35.94447288056318,0.36020375692881146,32.04384410218156,0.31219741187151584,0.1152590960264206,0.17607051134109497,-0.8975556492805481,0.7430077791213989,0.12055706232786179,0.3311101496219635,0.019173577427864075,0.6286717057228088,-0.9999998807907104,0.9999993443489075,0.06298913806676865,0.8343257904052734,-4.5282583238659413e-10,0.6261112689971924,-1.1781957149505615,1.1820553541183472,0.03905675187706947,0.8119493722915649,0.04415342956781387,0.023651057854294777,4.583597785767779e-07,0.09456443041563034,0.04583098739385605,0.07503750920295715
4,33.02559694542476,36.34874529427577,32.36096727565455,33.09410466072614,36.377781583566346,32.437369276158094,-0.06850771530137933,-0.029036289290573336,-0.07640200050354196,0.0,0.0,0.0,0.0,0.0,0.0,32.68085897612539,0.3447379692993664,35.90357402796789,0.44517126630788084,32.03631596575689,0.32465130989766067,0.1187504306435585,0.19395610690116882,-0.9710864424705505,1.0110399723052979,0.10127624124288559,0.3782516419887543,0.0017862027743831277,0.6251043081283569,-0.9999962449073792,1.0,0.002358639845624566,0.8453599810600281,4.026331490436519e-10,0.6222782135009766,-1.1625136137008667,1.175955057144165,0.0032862452790141106,0.8335305452346802,0.04374021664261818,0.0237711314111948,1.4305114426349519e-08,0.09407640248537064,0.04507533833384514,0.07497044652700424
5,33.0368660124529,36.409504258486635,32.36233836324615,33.106121952554886,36.403419856268485,32.44666237181216,-0.06925594010198921,0.006084402218149876,-0.08432400856600708,0.0,0.0,0.0,0.0,0.0,0.0,32.729214536420095,0.3076514760328024,35.98245564816503,0.4270486103216058,32.0785663140711,0.28377204917505594,0.16616663336753845,0.21559035778045654,-1.3344964981079102,1.120895266532898,0.13622599840164185,0.4509696662425995,-0.005481700412929058,0.612485408782959,-0.9999997615814209,1.0,-0.0301821306347847,0.8430882692337036,-3.480103982766991e-10,0.6082800030708313,-1.179766297340393,1.1859110593795776,-0.02106262929737568,0.8352487683296204,0.042140185832977295,0.02433585561811924,0.0,0.09487289190292358,0.042135193943977356,0.07536985725164413
6,33.01944866848821,36.39019156035465,32.34530009011492,33.106831658912064,36.41384496277769,32.44542899813895,-0.08738299042385478,-0.023653402423036596,-0.10012890802403263,0.0,0.0,0.0,0.0,0.0,0.0,32.697351283541146,0.32209738494706386,35.99023564972693,0.3999559106277246,32.038774410303986,0.3065256798109317,0.35343635082244873,0.30417996644973755,-1.727585792541504,1.4792946577072144,0.32837072014808655,0.7538576126098633,0.02340557426214218,0.6220902800559998,-0.9999995231628418,0.9999998807907104,0.07172251492738724,0.8310575485229492,-5.516508361225192e-10,0.6192393898963928,-1.1789811849594116,1.1666052341461182,0.043385930359363556,0.8022406697273254,0.04336855188012123,0.023943599313497543,3.14414478452818e-07,0.09431850165128708,0.04435835778713226,0.07531841844320297
7,33.02126893750913,36.379500132578386,32.34962269849528,33.104460460579745,36.3979636707376,32.445759818548176,-0.08319152307061728,-0.018463538159217308,-0.09613712005289443,0.0,0.0,0.0,0.0,0.0,0.0,32.706433478922555,0.3148354585865718,35.97162035702621,0.4078797755521748,32.053396103301814,0.29622659519346684,0.2564322054386139,0.2929077744483948,-1.7728533744812012,1.405151128768921,0.2326025664806366,0.6408284902572632,0.021648751571774483,0.6184841990470886,-0.9999998807907104,1.0,0.06463166326284409,0.8282841444015503,-4.530459896123773e-10,0.6153332591056824,-1.1792713403701782,1.172899603843689,0.039334628731012344,0.8009318113327026,0.04298464581370354,0.023991335183382034,6.848574116702366e-07,0.0943417027592659,0.043703459203243256,0.07521364092826843
8,33.085363237009815,36.39516006594767,32.42340387122225,33.10778099513423,36.406650254424825,32.4480071432761,-0.022417758124412046,-0.011490188477154106,-0.024603272053852265,0.0,0.0,0.0,0.0,0.0,0.0,32.69319200583659,0.39217123117322217,35.90745505132385,0.48770501462382043,32.05033939673915,0.3730644744831011,0.2543151378631592,0.2902795076370239,-1.6960093975067139,1.4867956638336182,0.22781136631965637,0.6414176225662231,0.021441573277115822,0.6190000772476196,-0.9999999403953552,1.0,0.06378164887428284,0.8290960788726807,-5.535645830612168e-10,0.6157812476158142,-1.1783034801483154,1.1759538650512695,0.03670487180352211,0.8016343116760254,0.04299291968345642,0.02405000478029251,1.0430813546236095e-08,0.09426427632570267,0.04367636889219284,0.07528818398714066
9,33.048319327025034,36.365730281062625,32.38483713621751,33.09609053510007,36.399958444497116,32.43531695322066,-0.047771208075033655,-0.03422816343449142,-0.05047981700315063,0.0,0.0,0.0,0.0,0.0,0.0,32.69668869781382,0.3516306292112148,35.95785139843786,0.40787888262476457,32.04445615768902,0.34038097852849347,0.20398566126823425,0.2796984612941742,-1.835648536682129,1.4003177881240845,0.18464531004428864,0.5667951703071594,0.02589873969554901,0.6165441274642944,-1.0,1.0,0.07956712692975998,0.8233203291893005,-5.576086814507164e-10,0.6133708953857422,-1.1793432235717773,1.1796016693115234,0.04637574404478073,0.7910907864570618,0.042748890817165375,0.02409076690673828,2.9802318390892424e-09,0.09436812996864319,0.04331839457154274,0.0753466784954071
10,33.07119845806943,36.401695463956244,32.40509905689207,33.10591065216446,36.394878365803464,32.44811710943666,-0.03471219409502879,0.006817098152779977,-0.043018052544589125,0.0,0.0,0.0,0.0,0.0,0.0,32.724702217825744,0.3464962402436882,35.88367695471429,0.5180185092419549,32.09290727044804,0.312191786444032,0.22747895121574402,0.26165771484375,-1.7638859748840332,1.4194889068603516,0.21042488515377045,0.5655580759048462,0.023653600364923477,0.6154894828796387,-1.0,1.0,0.07395677268505096,0.822468638420105,-7.338182284044592e-10,0.6121709942817688,-1.1829406023025513,1.178991675376892,0.044850725680589676,0.7905712127685547,0.04268534481525421,0.024007974192500114,1.9490717306780425e-07,0.0946352481842041,0.04325586557388306,0.07526734471321106
