epoch,on_full,on_unseen,on_seen,off_full,off_unseen,off_seen,gap_full,gap_unseen,gap_seen,text_adapter_off_full,text_adapter_contribution_full,text_adapter_off_unseen,text_adapter_contribution_unseen,text_adapter_off_seen,text_adapter_contribution_seen,object_conditioned_adapter_off_full,object_conditioned_adapter_contribution_full,object_conditioned_adapter_off_unseen,object_conditioned_adapter_contribution_unseen,object_conditioned_adapter_off_seen,object_conditioned_adapter_contribution_seen,text_lr_unseen_contribution,text_lr_before,text_lr_next_epoch,text_lr_trigger,scene_gate_lr_unseen_contribution,scene_gate_lr_threshold,scene_gate_lr_before,scene_gate_lr_next_epoch,scene_gate_lr_trigger,raw_mean,raw_std,raw_min,raw_max,raw_p50,raw_p90,u_mean,u_std,u_min,u_max,u_p50,u_p90,u_rel_mean,u_rel_std,u_rel_min,u_rel_max,u_rel_p50,u_rel_p90,ratio_mean,ratio_std,ratio_min,ratio_max,ratio_p50,ratio_p90
1,34.137361159909766,37.59741345717359,33.445350700457,34.19547760479755,37.62978369827013,33.508616386103036,-0.05811644488778711,-0.03237024109654385,-0.06326568564603718,0.0,0.0,0.0,0.0,0.0,0.0,33.64692098574706,0.4904401741627069,37.09312330487422,0.5042901522993688,32.95768052192163,0.4876701785353674,0.0,0.0,0.0,,-0.03237024109654385,0.1,5e-05,5e-05,none,0.80286705493927,0.5068988800048828,-1.0179640054702759,2.6174004077911377,0.7831881046295166,1.4860749244689941,0.009936498478055,0.647056519985199,-0.9998953342437744,0.9998713731765747,0.05720776692032814,0.850157618522644,-3.019038075091629e-10,0.6450371742248535,-1.1663734912872314,1.1507402658462524,0.04190806299448013,0.8412927985191345,0.02305327169597149,0.011587210930883884,5.893409849022646e-08,0.04665493965148926,0.024533532559871674,0.03746906295418739
2,34.201984379597555,37.680696408070766,33.50624197390292,34.19772644937931,37.64350727284892,33.50857028468539,0.00425793021824461,0.03718913522184408,-0.0023283107824738636,0.0,0.0,0.0,0.0,0.0,0.0,33.662576207266596,0.5394081723309583,37.04539303828705,0.6353033697837134,32.986012841062504,0.5202291328404129,0.0,0.0,0.0,,0.03718913522184408,0.1,5e-05,5e-05,none,0.4916483461856842,0.5137966275215149,-1.3959813117980957,2.4236881732940674,0.48400256037712097,1.1636852025985718,0.007540477905422449,0.642257809638977,-0.9998919367790222,0.9999160766601562,0.04359684884548187,0.851172149181366,-5.118022672334632e-10,0.6404062509536743,-1.1641672849655151,1.1516484022140503,0.03196398541331291,0.8425756692886353,0.022805064916610718,0.01166710164397955,9.99867850737246e-08,0.046566687524318695,0.02416408434510231,0.03747377172112465
3,34.203655946448734,37.67388151906154,33.50961083192617,34.20000884550554,37.63701301393259,33.512608011820134,0.003647100943190651,0.036868505128950346,-0.0029971798939669725,0.0,0.0,0.0,0.0,0.0,0.0,33.65218164276126,0.5514743036874705,37.10527346831573,0.5686080507458087,32.96156327765038,0.5480475542757901,0.0,0.0,0.0,,0.036868505128950346,0.1,5e-05,5e-05,none,0.7715041637420654,0.5125215649604797,-1.047156572341919,2.7487239837646484,0.7494307160377502,1.4608144760131836,-0.0027308205608278513,0.6380966305732727,-0.999901533126831,0.9999485611915588,0.0016967554111033678,0.8582176566123962,1.0272754868978495e-10,0.6362852454185486,-1.1637544631958008,1.146965503692627,0.0037969332188367844,0.857069730758667,0.022592168301343918,0.011720413342118263,3.141164768294402e-07,0.04655017703771591,0.023869698867201805,0.03744727000594139
4,34.232966343149364,37.775465258102386,33.524466560158764,34.20355544639692,37.63452450226352,33.517361635223594,0.029410896752445126,0.14094075583886934,0.0071049249351702315,0.0,0.0,0.0,0.0,0.0,0.0,33.69798806625492,0.5349782768944422,37.12252823288219,0.6529370252201971,33.013080032929466,0.5113865272292983,0.0,0.0,0.0,,0.14094075583886934,0.1,5e-05,1e-05,unseen_contribution>0.1,0.578803539276123,0.4910639226436615,-1.1540956497192383,2.5471010208129883,0.5497348308563232,1.2507076263427734,0.0026250919327139854,0.6396449208259583,-0.9999225735664368,0.9999493956565857,0.021150168031454086,0.8518115878105164,-3.7735403690675184e-10,0.637694239616394,-1.161956548690796,1.149230718612671,0.017068717628717422,0.8462332487106323,0.0226802509278059,0.011672724969685078,1.0441988251841394e-07,0.0464782640337944,0.024017827585339546,0.03741516172885895
5,34.23211806296683,37.68331268513002,33.54187913853419,34.19863409914358,37.63429166947566,33.51150258507717,0.03348396382325092,0.04902101565436112,0.030376553457024613,0.0,0.0,0.0,0.0,0.0,0.0,33.714937835397144,0.5171802275696891,37.18031549448766,0.5029971906423611,33.02186230357904,0.5200168349551504,0.0,0.0,0.0,,0.04902101565436112,0.1,1e-05,1e-05,none,0.6662343144416809,0.47527676820755005,-1.1347771883010864,2.5951144695281982,0.6413424611091614,1.312554121017456,0.007760030683130026,0.6392436623573303,-0.9999905824661255,0.9999666213989258,0.03835984319448471,0.8471722602844238,-4.2783343534580354e-10,0.6374053359031677,-1.1627702713012695,1.1517168283462524,0.027889147400856018,0.8366835117340088,0.022675344720482826,0.011657004244625568,6.712973998901361e-08,0.046510808169841766,0.024035926908254623,0.0373951718211174
