epoch,on_full,on_unseen,on_seen,off_full,off_unseen,off_seen,gap_full,gap_unseen,gap_seen,text_adapter_off_full,text_adapter_contribution_full,text_adapter_off_unseen,text_adapter_contribution_unseen,text_adapter_off_seen,text_adapter_contribution_seen,object_conditioned_adapter_off_full,object_conditioned_adapter_contribution_full,object_conditioned_adapter_off_unseen,object_conditioned_adapter_contribution_unseen,object_conditioned_adapter_off_seen,object_conditioned_adapter_contribution_seen,text_lr_unseen_contribution,text_lr_before,text_lr_next_epoch,text_lr_trigger,scene_gate_lr_unseen_contribution,scene_gate_lr_threshold,scene_gate_lr_before,scene_gate_lr_next_epoch,scene_gate_lr_trigger,joint_best_unseen_before,joint_current_unseen,joint_delta_vs_best,joint_significant_delta,joint_new_best,joint_rollback,joint_optimizer_reset,joint_action,joint_object_lr_evaluated_epoch,joint_gate_lr_evaluated_epoch,joint_object_lr_next_epoch,joint_gate_lr_next_epoch,joint_no_best_streak,joint_patience,joint_early_stop,staged_attempt,staged_retry_count,staged_full_mAP,staged_unseen_mAP,staged_seen_mAP,staged_historical_best_before,staged_decline_from_best,staged_allowed_decline,staged_threshold_reached_before,staged_threshold_reached_after,staged_one_time_lr_drop_applied,staged_lr_head_used,staged_lr_vit_used,staged_lr_object_used,staged_lr_head_next,staged_lr_vit_next,staged_lr_object_next,staged_rollback_count,staged_rollback_count_total,staged_object_forward_active,raw_mean,raw_std,raw_min,raw_max,raw_p50,raw_p90,u_mean,u_std,u_min,u_max,u_p50,u_p90,u_rel_mean,u_rel_std,u_rel_min,u_rel_max,u_rel_p50,u_rel_p90,ratio_mean,ratio_std,ratio_min,ratio_max,ratio_p50,ratio_p90
11,33.600007929781945,36.90836296847817,32.9383369220427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-47.089073181152344,8.379878997802734,-81.20561981201172,-21.9658145904541,-46.20103073120117,-37.044891357421875,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.585908182555329e-09,9.592309169192959e-09,-5.960464477539063e-08,0.0,0.0,0.0,1.5859080715330265e-10,9.592310279415983e-10,0.0,5.960465898624534e-09,0.0,0.0
12,33.71859492140767,37.14942394764452,33.03242911616029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-47.06837844848633,8.389677047729492,-81.5297622680664,-21.806987762451172,-46.15911102294922,-37.027870178222656,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.6129619861970923e-09,9.671524026089173e-09,-5.960464477539063e-08,0.0,0.0,0.0,1.6129619861970923e-10,9.671524692222988e-10,0.0,5.960466342713744e-09,0.0,0.0
13,33.61692959697577,36.907593221860076,32.958796871998906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.254215240478516,8.230823516845703,-81.32855224609375,-21.62294578552246,-45.365535736083984,-36.4171028137207,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.613604028172233e-09,9.673395418019481e-09,-5.960464477539063e-08,0.0,0.0,0.0,1.6136039726610818e-10,9.673396528242506e-10,0.0,5.960465898624534e-09,0.0,0.0
14,33.78102528091268,36.753717298479486,33.18648687739932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.26800537109375,8.212522506713867,-81.93817138671875,-22.051305770874023,-45.40898513793945,-36.440513610839844,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.6132988278627636e-09,9.672506351421362e-09,-5.960464477539063e-08,0.0,0.0,0.0,1.613298800107188e-10,9.672507239599781e-10,0.0,5.960466342713744e-09,0.0,0.0
15,33.85544622072226,36.70350950226133,33.285833564414446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.516082763671875,8.125519752502441,-82.37787628173828,-22.106101989746094,-45.656898498535156,-36.846099853515625,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.6412995407222297e-09,9.753727603367679e-09,-5.960464477539063e-08,0.0,0.0,0.0,1.641299596233381e-10,9.753728935635309e-10,0.0,5.960465898624534e-09,0.0,0.0
16,33.87126219736754,36.852711694599535,33.274972297921146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-45.70979690551758,8.092092514038086,-81.37081909179688,-21.24168586730957,-44.837135314941406,-36.060890197753906,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.6131428415278037e-09,9.672051604070475e-09,-5.960464477539063e-08,0.0,0.0,0.0,1.613142813772228e-10,9.672052048159685e-10,0.0,5.960465898624534e-09,0.0,0.0
17,33.80812019942826,36.66135404785874,33.23747342974217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.104644775390625,8.115181922912598,-81.3308334350586,-21.874387741088867,-45.29259490966797,-36.36735534667969,-0.9999999403953552,0.0,-1.0,-1.0,-1.0,-1.0,-1.5564324273853458e-09,9.505162879008822e-09,-5.960464477539063e-08,0.0,0.0,0.0,1.556432344118619e-10,9.505163323098031e-10,0.0,5.960465898624534e-09,0.0,0.0
18,33.84448795177868,36.39456039773691,33.334473462587034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-45.35859298706055,8.000688552856445,-80.58796691894531,-21.60227394104004,-44.54356384277344,-35.775779724121094,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.5856432833416534e-09,9.591529348540462e-09,-5.960464477539063e-08,0.0,0.0,0.0,1.5856434221195315e-10,9.591529792629672e-10,0.0,5.960465898624534e-09,0.0,0.0
19,33.94493503918726,36.49223976191601,33.435474094641506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-45.4849739074707,7.904917240142822,-79.57740783691406,-21.311603546142578,-44.76475143432617,-35.91378402709961,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.613522426779923e-09,9.673157386203002e-09,-5.960464477539063e-08,0.0,0.0,0.0,1.6135223712687718e-10,9.673157830292212e-10,0.0,5.960465898624534e-09,0.0,0.0
20,33.86076357110935,36.57338392637757,33.31823950005571,33.86076357110935,36.57338392637757,33.31823950005571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-44.95768356323242,7.931210994720459,-78.84424591064453,-20.4736385345459,-44.233123779296875,-35.362674713134766,-0.9999999403953552,0.0,-1.0,-1.0,-1.0,-1.0,-1.6134229507969167e-09,9.67286784003818e-09,-5.960464477539063e-08,0.0,0.0,0.0,1.613423006308068e-10,9.672868062082784e-10,0.0,5.960465898624534e-09,0.0,0.0
